Address,Establishment Name,Code Description,Date Cited,Date Corrected,Status
"231 Alewife Brook Pkwy
Cambridge, MA
(42.388989, -71.143131)",Genki Ya,Non-Food Contact Surfaces Clean,09/25/2018 12:00:00 AM,10/11/2018 12:00:00 AM,Corrected
"57 JFK ST
Cambridge, MA
(42.37201, -71.120651)",Shabu shabu,Facilities To Maintain Product Temperature,12/01/2014 12:00:00 AM,12/08/2014 12:00:00 AM,Corrected
"906 Massachusetts Ave
Cambridge, MA
(42.368284, -71.108569)",Mass Ave Diner,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",11/28/2017 12:00:00 AM,05/07/2019 06:00:38 AM,Corrected
"89 Winthrop St
Cambridge, MA
(42.372446, -71.121146)",Grendels Den,"Walls,Celing,Attached Equip.,Constructed,Clean,",05/17/2013 12:00:00 AM,05/07/2019 06:00:34 AM,Cited
"950 Massachusetts Ave
Cambridge, MA
(42.368866, -71.109912)",Dumpling House,"Dressing Rooms Clean, Lockers Provided",11/16/2015 12:00:00 AM,11/23/2015 12:00:00 AM,Corrected
"4 Central Sq
Cambridge, MA
(42.36518, -71.104829)",Subway,Good Hygienic Practices,07/22/2013 12:00:00 AM,07/30/2013 12:00:00 AM,Corrected
"16 GARDEN ST
Cambridge, MA
(42.377494, -71.123033)",Sheraton Commander Hotel - Nubar,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",04/16/2019 12:00:00 AM,04/29/2019 12:00:00 AM,Corrected
"744 MASSACHUSETTS AVE
Cambridge, MA
(42.366316, -71.105264)",ABC Pizza House,Facilities To Maintain Product Temperature,04/07/2016 12:00:00 AM,04/14/2016 12:00:00 AM,Corrected
"1255 Cambridge St
Cambridge, MA
(42.37342, -71.098428)",Christina's Homemade Ice Cream,Permit to Operate,07/03/2014 12:00:00 AM,07/15/2014 12:00:00 AM,Corrected
"166 Prospect St
Cambridge, MA
(42.369524, -71.100883)",Rock and Roll Daycare,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",03/06/2014 12:00:00 AM,05/07/2019 06:00:39 AM,Corrected
"301 Binney St
Cambridge, MA
(42.366336, -71.087137)",Plaza Catering,"Food Protection, Storage, Display, Transportation",08/09/2017 12:00:00 AM,08/17/2017 12:00:00 AM,Corrected
"231 Alewife Brook Pkwy
Cambridge, MA
(42.388989, -71.143131)",Genki Ya,"Single Service Articles Stored, Dispensed",09/26/2018 12:00:00 AM,09/26/2018 12:00:00 AM,Corrected
"699 Mt Auburn St
Cambridge, MA
(42.374842, -71.148778)",Star Market #7565,"Non-Food Contact Surfaces Desgned, Maint., Inst.",08/15/2018 12:00:00 AM,08/22/2018 12:00:00 AM,Corrected
"1360 Massachusetts Ave
Cambridge, MA
(42.373288, -71.118482)",Au Bon Pain,"Location, Restricted Use, Accessible",04/30/2015 12:00:00 AM,06/01/2015 12:00:00 AM,Corrected
"655 Massachusetts Ave
Cambridge, MA
(42.3655, -71.103876)",Starbucks,Food Contact Surfaces Clean,12/15/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Corrected
"64 Linnaean St
Cambridge, MA
(42.38232, -71.126069)",HUDS Currier,Hot And Cold Holding,04/20/2016 12:00:00 AM,04/27/2016 12:00:00 AM,Corrected
"1105 Massachusetts Ave
Cambridge, MA
(42.370602, -71.113602)",Zoe’s Restaurant,Food Contact Surfaces Cleaned And Sanitized,01/17/2019 12:00:00 AM,01/24/2019 12:00:00 AM,Corrected
"1255 Cambridge St
Cambridge, MA
(42.37342, -71.098428)",Christina's Homemade Ice Cream,Good Hygienic Practices,10/17/2016 12:00:00 AM,11/17/2016 12:00:00 AM,Corrected
"1 Bennett St
Cambridge, MA
(42.372618, -71.122767)",The Charles Hotel/Henrietta's Table,Food Utensils Properly Stored,11/06/2017 12:00:00 AM,11/20/2017 12:00:00 AM,Corrected
"736 Massachusetts Ave
Cambridge, MA
(42.366247, -71.105146)",Mass Chicken,Rooms And Equipment Vented,10/28/2015 12:00:00 AM,11/12/2015 12:00:00 AM,Corrected
"119 Hampshire St
Cambridge, MA
(42.369885, -71.096142)",Cafe Kiraz,Food Thermometers Provided,10/23/2013 12:00:00 AM,10/30/2013 12:00:00 AM,Corrected
"1760 Massachusetts Ave
Cambridge, MA
(42.385347, -71.119404)","The Half-Shell, Inc.",Non-Food Contact Surfaces Clean,09/19/2018 12:00:00 AM,09/26/2018 12:00:00 AM,Corrected
"450 Massachusetts Ave
Cambridge, MA
(42.363724, -71.100898)",Veggie Galaxy,Non-Food Contact Surfaces Clean,09/17/2013 12:00:00 AM,09/24/2013 12:00:00 AM,Corrected
"73 Ames St
Cambridge, MA
(42.363333, -71.087965)",Vester Cafe,"Food Protection, Storage, Display, Transportation",11/15/2018 12:00:00 AM,11/29/2018 12:00:00 AM,Corrected
"100 Cambridgeside Pl
Cambridge, MA
(42.367005, -71.076013)",Hickory Farms,"Water Safe, Hot And Cold Under Pressure",11/12/2013 12:00:00 AM,12/10/2013 12:00:00 AM,Corrected
"100 Cambridgeside Pl
Cambridge, MA
(42.367005, -71.076013)",Sarku Japan,"Wiping Cloths, Clean, Sanitized, Use Restricted",03/06/2014 12:00:00 AM,03/13/2014 12:00:00 AM,Corrected
"581 Massachusetts Ave
Cambridge, MA
(42.364865, -71.102824)",H mart,Installed And Maintained,11/12/2015 12:00:00 AM,05/07/2019 06:00:39 AM,Cited
"37 Jfk St
Cambridge, MA
(42.372751, -71.120019)",Whitney's Cafe,"Non-Food Contact Surfaces Desgned, Maint., Inst.",01/08/2018 12:00:00 AM,01/22/2018 12:00:00 AM,Corrected
"50 Church St
Cambridge, MA
(42.37424, -71.120759)",Dado Tea,Test Kit Provided,03/17/2015 12:00:00 AM,05/07/2019 06:00:40 AM,Cited
"1262 Cambridge St
Cambridge, MA
(42.373444, -71.098603)",Tropical Dimension Food Store,"Premises, Maintained, Unnecessary Articles, Main-",08/24/2017 12:00:00 AM,08/31/2017 12:00:00 AM,Corrected
"32 CHURCH ST
Cambridge, MA
(42.374372, -71.120434)",Border Cafe,"Location, Restricted Use, Accessible",11/06/2013 12:00:00 AM,11/13/2013 12:00:00 AM,Corrected
"472 Massachusetts Ave
Cambridge, MA
(42.363916, -71.101226)",Middle East Restaurant,"Premises, Maintained, Unnecessary Articles, Main-",01/29/2018 12:00:00 AM,02/06/2018 12:00:00 AM,Corrected
"18 ELIOT ST
Cambridge, MA
(42.371971, -71.121632)",Gyu Kaku,"Food Protection, Storage, Display, Transportation",09/09/2015 12:00:00 AM,09/16/2015 12:00:00 AM,Corrected
"57 JFK ST
Cambridge, MA
(42.37201, -71.120651)",Maharaja,"Adequate Lighting, Fixtures Shielded",05/01/2013 12:00:00 AM,05/07/2019 06:00:36 AM,Cited
"320 Memorial Dr
Cambridge, MA
(42.356624, -71.094989)",McCormick Hall,Non-Food Contact Surfaces Clean,03/12/2013 12:00:00 AM,03/20/2013 12:00:00 AM,Cited
"401 MASSACHUSETTS AVE
Cambridge, MA
(42.363345, -71.10025)",Desi Dhaba,Non-Food Contact Surfaces Clean,01/12/2017 12:00:00 AM,01/19/2017 12:00:00 AM,Corrected
"100 Cambridgeside Pl
Cambridge, MA
(42.367005, -71.076013)",Chiang Mai Thai,"Location, Restricted Use, Accessible",03/25/2019 12:00:00 AM,05/07/2019 06:00:30 AM,Cited
"49 Brattle St
Cambridge, MA
(42.374104, -71.12161)",The Just Crust Pizzeria,Hot And Cold Holding,04/18/2017 12:00:00 AM,05/02/2017 12:00:00 AM,Corrected
"2408 Massachusetts Ave
Cambridge, MA
(42.397506, -71.130427)",Friendly Corner Convenience,Hot And Cold Holding,08/09/2018 12:00:00 AM,08/16/2018 12:00:00 AM,Corrected
"1755 Massachusetts Ave
Cambridge, MA
(42.385226, -71.119299)",The Abbey,"Adequate Lighting, Fixtures Shielded",04/25/2014 12:00:00 AM,05/07/2019 06:00:37 AM,Corrected
"1287 Cambridge St
Cambridge, MA
(42.373475, -71.098839)",Ginger Exchange,Food Contact Surfaces Clean,10/15/2015 12:00:00 AM,10/22/2015 12:00:00 AM,Corrected
"18 Eliot St
Cambridge, MA
(42.371971, -71.121632)",Tanjore,Non-Food Contact Surfaces Clean,01/07/2019 12:00:00 AM,01/14/2019 12:00:00 AM,Corrected
"459 Broadway
Cambridge, MA
(42.373804, -71.112375)",CRLS,"Non-Food Contact Surfaces Desgned, Maint., Inst.",10/16/2017 12:00:00 AM,05/07/2019 06:00:32 AM,Cited
"1900 Massachusetts Ave
Cambridge, MA
(42.388835, -71.119721)",Passage to India,"Insects, Rodents, Animals, Outer Openings",07/31/2018 12:00:00 AM,08/14/2018 12:00:00 AM,Corrected
"74 Winthrop St
Cambridge, MA
(42.372065, -71.12031)",Pinocchio's Pizza,Test Kit Provided,03/28/2016 12:00:00 AM,03/29/2016 12:00:00 AM,Corrected
"36 Jfk St
Cambridge, MA
(42.372861, -71.11992)",Chutneys,Good Hygienic Practices,05/15/2017 12:00:00 AM,05/18/2017 12:00:00 AM,Corrected
"215 Alewife Brook Pkwy
Cambridge, MA
(42.389576, -71.142644)",CVS Pharmacy #1022,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",01/18/2018 12:00:00 AM,01/25/2018 12:00:00 AM,Corrected
"294 Concord Ave
Cambridge, MA
(42.383768, -71.133941)",Concord Avenue Cafe,Non-Food Contact Surfaces Clean,08/14/2018 12:00:00 AM,08/21/2018 12:00:00 AM,Corrected
"304 Prospect St
Cambridge, MA
(42.372797, -71.098566)",Albarah market,Receiving/Sound Condition,07/03/2014 12:00:00 AM,07/10/2014 12:00:00 AM,Corrected
"468 Broadway
Cambridge, MA
(42.374014, -71.112901)",Broadway Marketplace LLC,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",04/28/2015 12:00:00 AM,05/05/2015 12:00:00 AM,Corrected
"1246 Massachusetts Ave
Cambridge, MA
(42.372615, -71.116169)",Mr. Bartley's Burger Cottage,"Food Contact Surfaces Designed, Maint. ,Installed",01/10/2017 12:00:00 AM,05/07/2019 06:00:38 AM,Cited
"1621 Cambridge St
Cambridge, MA
(42.374805, -71.109201)",Mona Lisa,"Clean Clothes, Hair Restraint",02/12/2014 12:00:00 AM,02/19/2014 12:00:00 AM,Corrected
"1334 Cambridge St
Cambridge, MA
(42.373592, -71.099745)",S&S Restaurant,"Food Protection, Storage, Display, Transportation",03/30/2017 12:00:00 AM,04/11/2017 12:00:00 AM,Corrected
"1815 MASSACHUSETTS AVE
Cambridge, MA
(42.387126, -71.119111)",I Love Sushi,"Walls,Celing,Attached Equip.,Constructed,Clean,",02/24/2015 12:00:00 AM,03/09/2015 12:00:00 AM,Corrected
"12 Springfield St
Cambridge, MA
(42.374106, -71.100416)",Ole Cito,"Walls,Celing,Attached Equip.,Constructed,Clean,",09/30/2013 12:00:00 AM,10/04/2013 12:00:00 AM,Corrected
"1760 MASSACHUSETTS AVE
Cambridge, MA
(42.385347, -71.119404)",The Half-Shell Inc,Hot And Cold Holding,11/24/2014 12:00:00 AM,12/08/2014 12:00:00 AM,Corrected
"10 ELIOT SQ
Cambridge, MA
(42.372481, -71.121702)",Charlie's Kitchen,Hot And Cold Holding,08/21/2017 12:00:00 AM,09/11/2017 12:00:00 AM,Corrected
"425 Cambridge St
Cambridge, MA
(42.371462, -71.083321)",Le's Sushi Bar and Restaurant,"Separation, Segregation, No Cross Contamination",10/26/2016 12:00:00 AM,11/04/2016 12:00:00 AM,Corrected
"70 Rindge Ave
Cambridge, MA
(42.392716, -71.128022)",Gately Youth Center,"Non-Food Contact Surfaces Desgned, Maint., Inst.",07/25/2013 12:00:00 AM,10/30/2013 12:00:00 AM,Corrected
"1815 MASSACHUSETTS AVE
Cambridge, MA
(42.387126, -71.119111)",Ittyo,"Non-Food Contact Surfaces Desgned, Maint., Inst.",06/13/2017 12:00:00 AM,07/03/2017 12:00:00 AM,Corrected
"18 ELIOT ST
Cambridge, MA
(42.371971, -71.121632)",Takemura Japanese Restaurant,"Food Protection, Storage, Display, Transportation",08/22/2016 12:00:00 AM,08/29/2016 12:00:00 AM,Corrected
"464 Massachusetts Ave
Cambridge, MA
(42.363808, -71.101041)",Mary Chung's,Equipment Thermometers and Pressure Gauge,09/19/2013 12:00:00 AM,09/27/2013 12:00:00 AM,Corrected
"1668 Massachusetts Ave
Cambridge, MA
(42.381927, -71.119774)",Berryline,Facilities To Maintain Product Temperature,04/11/2018 12:00:00 AM,04/18/2018 12:00:00 AM,Corrected
"66 Sherman St
Cambridge, MA
(42.387437, -71.131813)",Cadbury Commonsm,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",08/26/2013 12:00:00 AM,09/04/2013 12:00:00 AM,Corrected
"459 Broadway
Cambridge, MA
(42.373804, -71.112375)",CRLS,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",11/01/2016 12:00:00 AM,11/18/2016 12:00:00 AM,Corrected
"1030 CAMBRIDGE ST
Cambridge, MA
(42.372865, -71.094224)",Dollar Express,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",06/23/2016 12:00:00 AM,07/08/2016 12:00:00 AM,Corrected
"208 Concord Ave
Cambridge, MA
(42.382385, -71.130947)",Hi-Rise Bread Company,Reduced Oxygen Packaging,08/07/2018 12:00:00 AM,04/09/2019 12:00:00 AM,Corrected
"148 First St
Cambridge, MA
(42.366606, -71.077867)",Shabu & Mein,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",07/12/2016 12:00:00 AM,07/19/2016 12:00:00 AM,Corrected
"57 Jfk St
Cambridge, MA
(42.37201, -71.120651)",The Maharaja,Food Contact Surfaces Cleaned And Sanitized,03/06/2019 12:00:00 AM,03/13/2019 12:00:00 AM,Corrected
"6 Concord Ln
Cambridge, MA
(42.388147, -71.142231)",Mamagoos,"Food Protection, Storage, Display, Transportation",07/11/2018 12:00:00 AM,07/25/2018 12:00:00 AM,Corrected
"157 Sixth St
Cambridge, MA
(42.366558, -71.085974)",Discovery Cafe,Facilities To Maintain Product Temperature,01/07/2015 12:00:00 AM,01/14/2015 12:00:00 AM,Corrected
"784 Main St
Cambridge, MA
(42.363231, -71.096905)",Royal East,Hot And Cold Holding,10/29/2014 12:00:00 AM,11/05/2014 12:00:00 AM,Corrected
"1920 MASSACHUSETTS AVE
Cambridge, MA
(42.389135, -71.119872)",Christopher's,"Insects, Rodents, Animals, Outer Openings",10/30/2017 12:00:00 AM,11/07/2017 12:00:00 AM,Corrected
"58 Jfk St
Cambridge, MA
(42.371886, -71.120754)",Shay's Pub and Wine Bar,"Adequate Lighting, Fixtures Shielded",07/12/2018 12:00:00 AM,07/19/2018 12:00:00 AM,Corrected
"71 Mt Auburn St
Cambridge, MA
(42.371923, -71.118403)",Boloco,"Wiping Cloths, Clean, Sanitized, Use Restricted",08/16/2013 12:00:00 AM,08/23/2013 12:00:00 AM,Corrected
"581 Massachusetts Ave
Cambridge, MA
(42.364865, -71.102824)",Paris Baguette,Facilities To Maintain Product Temperature,05/12/2014 12:00:00 AM,05/19/2014 12:00:00 AM,Corrected
"831 Massachusetts Ave
Cambridge, MA
(42.367142, -71.106571)",dfdfd,Food Utensils Properly Stored,02/13/2018 12:00:00 AM,05/07/2019 06:00:33 AM,Cited
"27 CHURCH ST
Cambridge, MA
(42.374373, -71.120003)",Cambridge 1,Hot And Cold Holding,04/01/2019 12:00:00 AM,04/04/2019 12:00:00 AM,Corrected
"575 Memorial Dr
Cambridge, MA
(42.353488, -71.105459)",Zephyr,Facilities To Maintain Product Temperature,05/19/2015 12:00:00 AM,05/26/2015 12:00:00 AM,Corrected
"75 Winthrop St
Cambridge, MA
(42.372092, -71.120369)",Night Market,Non-Food Contact Surfaces Clean,08/14/2014 12:00:00 AM,10/15/2014 12:00:00 AM,Corrected
"7 Holyoke St
Cambridge, MA
(42.372807, -71.11809)",Clover Fast Food,"Food Protection, Storage, Display, Transportation",08/14/2013 12:00:00 AM,01/27/2014 12:00:00 AM,Corrected
"1646 Massachusetts Ave
Cambridge, MA
(42.381244, -71.119846)",Montrose Spa,Facilities To Maintain Product Temperature,01/24/2017 12:00:00 AM,01/31/2017 12:00:00 AM,Corrected
"49 White St
Cambridge, MA
(42.389147, -71.117916)",Star Market #7565,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",08/01/2017 12:00:00 AM,08/09/2017 12:00:00 AM,Corrected
"212 Western Ave
Cambridge, MA
(42.364751, -71.110631)",Anytime Pizza,Permit to Operate,09/23/2013 12:00:00 AM,09/30/2013 12:00:00 AM,Corrected
"598 Massachusetts Ave
Cambridge, MA
(42.365082, -71.10317)",Chipotle Mexican Grill,Equipment Thermometers and Pressure Gauge,09/04/2013 12:00:00 AM,09/11/2013 12:00:00 AM,Corrected
"2072 MASSACHUSETTS AVE
Cambridge, MA
(42.391237, -71.123085)",Darul Kabab,"Water Safe, Hot And Cold Under Pressure",02/07/2017 12:00:00 AM,03/07/2017 12:00:00 AM,Corrected
"57 Jfk St
Cambridge, MA
(42.37201, -71.120651)",Tom's BaoBao,Test Kit Provided,01/22/2018 12:00:00 AM,02/05/2018 12:00:00 AM,Corrected
"245 First St
Cambridge, MA
(42.363708, -71.078577)",Fooda,"Water Safe, Hot And Cold Under Pressure",02/01/2017 12:00:00 AM,02/08/2017 12:00:00 AM,Corrected
"1245 CAMBRIDGE ST
Cambridge, MA
(42.373424, -71.098458)",All Star Sandwich Bar,"Location, Restricted Use, Accessible",10/14/2015 12:00:00 AM,10/22/2015 12:00:00 AM,Corrected
"225 HAMPSHIRE ST
Cambridge, MA
(42.373807, -71.100931)",Punjabi Dhaba,"Food Protection, Storage, Display, Transportation",08/31/2016 12:00:00 AM,09/15/2016 12:00:00 AM,Corrected
"581 Massachusetts Ave
Cambridge, MA
(42.364865, -71.102824)",H Mart,Facilities To Maintain Product Temperature,05/30/2014 12:00:00 AM,06/23/2014 12:00:00 AM,Corrected
"1 Canal Pk
Cambridge, MA
(42.369904, -71.076728)",Blaze Pizza,Installed And Maintained,01/10/2018 12:00:00 AM,01/17/2018 12:00:00 AM,Corrected
"39 JFK ST
Cambridge, MA
(42.372747, -71.120023)",Sweetgreen,Clean Equipment And Utensils Properly Stored,10/23/2017 12:00:00 AM,10/30/2017 12:00:00 AM,Corrected
"9 Brookline St
Cambridge, MA
(42.36381, -71.101579)",Brookline Lunch,"Fixtures Clean, Good Repair",09/12/2018 12:00:00 AM,12/19/2018 12:00:00 AM,Corrected
"84 Massachusetts Ave
Cambridge, MA
(42.359495, -71.094)",Subway,Food Thermometers Provided,06/01/2015 12:00:00 AM,06/26/2015 12:00:00 AM,Corrected
"795 Main St
Cambridge, MA
(42.363258, -71.097266)",Cuchi Cuchi,Facilities To Maintain Product Temperature,06/05/2014 12:00:00 AM,05/07/2019 06:00:33 AM,Cited
"1105 MASSACHUSETTS AVE
Cambridge, MA
(42.370602, -71.113602)",University Market,Clean Equipment And Utensils Properly Stored,04/11/2016 12:00:00 AM,04/19/2016 12:00:00 AM,Corrected
"9 Brookline St
Cambridge, MA
(42.36381, -71.101579)",Brookline Lunch,"Insects, Rodents, Animals, Outer Openings",09/12/2018 12:00:00 AM,05/07/2019 06:00:32 AM,Corrected
"228 Broadway
Cambridge, MA
(42.366606, -71.094143)",Mulan,Food Contact Surfaces Clean,03/14/2019 12:00:00 AM,03/25/2019 12:00:00 AM,Corrected
"468 Broadway
Cambridge, MA
(42.374014, -71.112901)",Starbucks,"Wiping Cloths, Clean, Sanitized, Use Restricted",06/21/2018 12:00:00 AM,06/28/2018 12:00:00 AM,Corrected
"49 Mt Auburn St
Cambridge, MA
(42.371274, -71.116682)",Boathouse,"Separation, Segregation, No Cross Contamination",09/17/2014 12:00:00 AM,09/24/2014 12:00:00 AM,Corrected
"364 BROADWAY
Cambridge, MA
(42.370626, -71.104319)",Barismo,"Wiping Cloths, Clean, Sanitized, Use Restricted",06/20/2018 12:00:00 AM,06/27/2018 12:00:00 AM,Corrected
"1 One Kendall Square
Complex Cambridge, MA
(42.36635, -71.090894)",Blue Room,Good Hygienic Practices,02/10/2014 12:00:00 AM,02/18/2014 12:00:00 AM,Corrected
"1722 Massachusetts Ave
Cambridge, MA
(42.384015, -71.119546)",Poke City,Handling Of Food & Ice Minimized,02/14/2017 12:00:00 AM,02/21/2017 12:00:00 AM,Corrected
"359 HURON AVE
Cambridge, MA
(42.381217, -71.138408)",Village Kitchen,Non-Food Contact Surfaces Clean,11/08/2017 12:00:00 AM,11/29/2017 12:00:00 AM,Corrected
"263 Brookline St
Cambridge, MA
(42.3576, -71.107768)",Cambridge Pizzeria,"Labeling Of Ingredients, Accuracy, Allergens",04/13/2015 12:00:00 AM,05/07/2019 06:00:38 AM,Cited
"239 Massachusetts Ave
Cambridge, MA
(42.361617, -71.097334)",Chicago Pizza,"Food Protection, Storage, Display, Transportation",12/05/2013 12:00:00 AM,12/12/2013 12:00:00 AM,Corrected
"655 Massachusetts Ave
Cambridge, MA
(42.3655, -71.103876)",Starbucks,Clean Equipment And Utensils Properly Stored,12/15/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Corrected
"245 Massachusetts Ave
Cambridge, MA
(42.36159, -71.097291)",Beantown Taqueria,"Food Protection, Storage, Display, Transportation",10/16/2013 12:00:00 AM,01/27/2014 12:00:00 AM,Corrected
"1815 Massachusetts Ave
Cambridge, MA
(42.387126, -71.119111)",Tavern in the Square,Facilities To Maintain Product Temperature,02/26/2014 12:00:00 AM,03/05/2014 12:00:00 AM,Corrected
"575 Memorial Dr
Cambridge, MA
(42.353488, -71.105459)",Hyatt,Food Contact Surfaces Cleaned And Sanitized,05/19/2015 12:00:00 AM,05/26/2015 12:00:00 AM,Corrected
"225 Windsor St
Cambridge, MA
(42.366746, -71.095562)",Fletcher Maynard Academy,"Adequate Lighting, Fixtures Shielded",06/09/2017 12:00:00 AM,06/16/2017 12:00:00 AM,Corrected
"2420 Massachusetts Ave
Cambridge, MA
(42.397493, -71.130413)",Cambridge House of Pizza,Food Contact Surfaces Clean,05/30/2018 12:00:00 AM,05/31/2018 12:00:00 AM,Corrected
"402 Massachusetts Ave
Cambridge, MA
(42.363321, -71.100209)",The Salvation Army,Food Contact Surfaces Clean,10/25/2018 12:00:00 AM,11/02/2018 12:00:00 AM,Corrected
"912 Massachusetts Ave
Cambridge, MA
(42.368338, -71.108681)",Plough and Stars,Non-Food Contact Surfaces Clean,05/05/2016 12:00:00 AM,05/16/2016 12:00:00 AM,Corrected
"1682 Massachusetts Ave
Cambridge, MA
(42.382462, -71.119713)",Giulia,Non-Food Contact Surfaces Clean,12/29/2016 12:00:00 AM,01/09/2017 12:00:00 AM,Corrected
"1815 MASSACHUSETTS AVE
Cambridge, MA
(42.387126, -71.119111)",Blue Fin,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",02/03/2015 12:00:00 AM,02/11/2015 12:00:00 AM,Corrected
"15 Bay State Rd
Cambridge, MA
(42.387185, -71.140446)",Children's Village,"Premises, Maintained, Unnecessary Articles, Main-",03/11/2014 12:00:00 AM,05/07/2019 06:00:31 AM,Corrected
"52 Church St
Cambridge, MA
(42.37424, -71.120759)",The Sinclair,"Wiping Cloths, Clean, Sanitized, Use Restricted",01/23/2017 12:00:00 AM,01/30/2017 12:00:00 AM,Corrected
"1621 Cambridge St
Cambridge, MA
(42.374805, -71.109201)",Mona Lisa Pizza,Non-Food Contact Surfaces Clean,03/17/2016 12:00:00 AM,03/24/2016 12:00:00 AM,Corrected
"464 MASSACHUSETTS AVE
Cambridge, MA
(42.363808, -71.101041)",Mary Chung Restaurant,"Separation, Segregation, No Cross Contamination",10/04/2017 12:00:00 AM,10/04/2017 12:00:00 AM,Corrected
"1678 MASSACHUSETTS AVE
Cambridge, MA
(42.382351, -71.119725)",Mix It,"Single Service Articles Stored, Dispensed",09/12/2018 12:00:00 AM,09/19/2018 12:00:00 AM,Corrected
"75 Winthrop St
Cambridge, MA
(42.372092, -71.120369)",Night Market,"Labeled, Common Name",05/18/2017 12:00:00 AM,05/26/2017 12:00:00 AM,Corrected
"2180 MASSACHUSETTS AVE
Cambridge, MA
(42.392532, -71.12485)","Afroza-Begun, LLC  DBA Nimah Market","Food Protection, Storage, Display, Transportation",08/11/2014 12:00:00 AM,08/18/2014 12:00:00 AM,Corrected
"1621 Cambridge St
Cambridge, MA
(42.374805, -71.109201)",Mona Lisa Pizza,"Walls,Celing,Attached Equip.,Constructed,Clean,",03/17/2016 12:00:00 AM,03/31/2016 12:00:00 AM,Corrected
"1230 Massachusetts Ave
Cambridge, MA
(42.372322, -71.11574)",Grafton St. Pub & Grill,"Food Contact Surfaces Designed, Maint. ,Installed",12/08/2016 12:00:00 AM,12/15/2016 12:00:00 AM,Corrected
"351 Massachusetts Ave
Cambridge, MA
(42.362807, -71.099347)",Alpha Delta Phi,Facilities To Maintain Product Temperature,12/05/2013 12:00:00 AM,01/17/2014 12:00:00 AM,Cited
