Address,Establishment Name,Code Description,Date Cited,Date Corrected,Status
"1369 CAMBRIDGE ST
Cambridge, MA
(42.373667, -71.100383)",1369 Coffeehouse,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",03/12/2019 12:00:00 AM,03/19/2019 12:00:00 AM,Corrected
"32 Vassar St
Cambridge, MA
(42.361318, -71.092561)",Chartwells @ Forbes Dining,"Labeling Of Ingredients, Accuracy, Allergens",04/16/2014 12:00:00 AM,04/23/2014 12:00:00 AM,Corrected
"279 Western Ave
Cambridge, MA
(42.364595, -71.112453)",The Chew,"Non-Food Contact Surfaces Desgned, Maint., Inst.",06/30/2014 12:00:00 AM,07/03/2014 12:00:00 AM,Corrected
"2263 Massachusetts Ave
Cambridge, MA
(42.394403, -71.126809)",Urban Hearth,Installed And Maintained,09/28/2017 12:00:00 AM,10/26/2017 12:00:00 AM,Corrected
"2055 Massachusetts Ave
Cambridge, MA
(42.391091, -71.122532)",Speedway #2424,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",02/15/2017 12:00:00 AM,02/23/2017 12:00:00 AM,Corrected
"912 Massachusetts Ave
Cambridge, MA
(42.368338, -71.108681)",Plough & Stars,Installed And Maintained,11/04/2013 12:00:00 AM,11/12/2013 12:00:00 AM,Corrected
"847 Cambridge St
Cambridge, MA
(42.372436, -71.090879)",Cambridge Coffee,Facilities To Maintain Product Temperature,06/19/2013 12:00:00 AM,12/17/2013 12:00:00 AM,Corrected
"364 BROADWAY
Cambridge, MA
(42.370626, -71.104319)",Barismo,"Wiping Cloths, Clean, Sanitized, Use Restricted",10/04/2016 12:00:00 AM,10/20/2016 12:00:00 AM,Corrected
"43 Gore St
Cambridge, MA
(42.371698, -71.079496)",Anthony's Pizza/ Olive Cafe,Hot And Cold Holding,08/09/2018 12:00:00 AM,09/24/2018 12:00:00 AM,Corrected
"18 ELIOT ST
Cambridge, MA
(42.371971, -71.121632)",Tanjore,Food Utensils Properly Stored,01/27/2016 12:00:00 AM,02/03/2016 12:00:00 AM,Corrected
"1682 MASSACHUSETTS AVE
Cambridge, MA
(42.382462, -71.119713)",Giulia,"Premises, Maintained, Unnecessary Articles, Main-",04/26/2018 12:00:00 AM,05/03/2018 12:00:00 AM,Corrected
"10 Eliot St
Cambridge, MA
(42.372481, -71.121702)",Charlie's Kitchen/red House,Equipment Thermometers and Pressure Gauge,10/23/2014 12:00:00 AM,10/31/2014 12:00:00 AM,Corrected
"13 Brattle St
Cambridge, MA
(42.373315, -71.120226)",Beat Brasserie,"Food Protection, Storage, Display, Transportation",08/14/2017 12:00:00 AM,09/18/2017 12:00:00 AM,Corrected
"1 Education St
Cambridge, MA
(42.369574, -71.070997)",Hult School/ Restaurant Associates,Hot And Cold Holding,04/30/2015 12:00:00 AM,05/07/2015 12:00:00 AM,Corrected
"1759 MASSACHUSETTS AVE
Cambridge, MA
(42.38518, -71.119304)",Super Fusion Sushi,Food Contact Surfaces Cleaned And Sanitized,03/05/2015 12:00:00 AM,03/12/2015 12:00:00 AM,Corrected
"468 Broadway
Cambridge, MA
(42.374014, -71.112901)","Ring Bros. of Cambridge, Inc.",Facilities To Maintain Product Temperature,04/03/2014 12:00:00 AM,04/11/2014 12:00:00 AM,Corrected
"1 Education St
Cambridge, MA
(42.369574, -71.070997)",Hult School,"Food Protection, Storage, Display, Transportation",01/19/2016 12:00:00 AM,01/26/2016 12:00:00 AM,Corrected
"168 Alewife Brook Pkwy
Cambridge, MA
(42.390798, -71.141488)",Apple Cinemas,"Insects, Rodents, Animals, Outer Openings",04/18/2019 12:00:00 AM,05/02/2019 12:00:00 AM,Corrected
"350 MASSACHUSETTS AVE
Cambridge, MA
(42.362764, -71.099271)",Asgard,"Clean Clothes, Hair Restraint",11/30/2015 12:00:00 AM,05/07/2019 06:00:39 AM,Corrected
"1287 Cambridge St
Cambridge, MA
(42.373475, -71.098839)",Ginger Exchange,Food Contact Surfaces Clean,01/09/2014 12:00:00 AM,01/16/2014 12:00:00 AM,Corrected
"444 Broadway
Cambridge, MA
(42.373132, -71.110686)",Angelo’s Pizza,"Premises, Maintained, Unnecessary Articles, Main-",02/11/2019 12:00:00 AM,02/19/2019 12:00:00 AM,Corrected
"40 Land Blvd
Cambridge, MA
(42.366659, -71.075606)",Art Bar @ Royal Sonesta,Clean Equipment And Utensils Properly Stored,06/12/2014 12:00:00 AM,06/12/2014 12:00:00 AM,Corrected
"358 HURON AVE
Cambridge, MA
(42.381202, -71.138526)",Fresh Pond Market,Food Contact Surfaces Clean,04/24/2018 12:00:00 AM,05/01/2018 12:00:00 AM,Corrected
"1782 Massachusetts Ave
Cambridge, MA
(42.385854, -71.119349)",Upper Crust Pizzeria,Clean Equipment And Utensils Properly Stored,10/25/2016 12:00:00 AM,11/01/2016 12:00:00 AM,Corrected
"200 CONCORD AVE
Cambridge, MA
(42.382327, -71.130846)",Sarah's Market & Cafe,"Separation, Segregation, No Cross Contamination",08/14/2018 12:00:00 AM,08/21/2018 12:00:00 AM,Corrected
"575 Memorial Dr
Cambridge, MA
(42.353488, -71.105459)",Hyatt Regency,Facilities To Maintain Product Temperature,03/18/2013 12:00:00 AM,03/25/2013 12:00:00 AM,Cited
"1432 Massachusetts Ave
Cambridge, MA
(42.374032, -71.118965)",Otto,"Dressing Rooms Clean, Lockers Provided",05/22/2017 12:00:00 AM,06/05/2017 12:00:00 AM,Corrected
"57 Jfk St
Cambridge, MA
(42.37201, -71.120651)",Bonchon,Food Utensils Properly Stored,10/24/2016 12:00:00 AM,10/31/2016 12:00:00 AM,Corrected
"907 MAIN ST
Cambridge, MA
(42.363416, -71.099506)",Dumpling Room,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",08/17/2015 12:00:00 AM,08/19/2015 12:00:00 AM,Corrected
"784 Main St
Cambridge, MA
(42.363231, -71.096905)",Royal East Restaurant,Installed And Maintained,10/28/2013 12:00:00 AM,11/05/2013 12:00:00 AM,Corrected
"1075 Cambridge St
Cambridge, MA
(42.372979, -71.095098)",Clover,"Dishwashing Facilities Des.,Maint.,Inst.,Operated",07/19/2013 12:00:00 AM,12/13/2013 12:00:00 AM,Corrected
"208 Concord Ave
Cambridge, MA
(42.382385, -71.130947)",Hi rise bread,Hot And Cold Holding,08/22/2013 12:00:00 AM,08/30/2013 12:00:00 AM,Corrected
"359 HURON AVE
Cambridge, MA
(42.381217, -71.138408)",Village Kitchen,"Food Protection, Storage, Display, Transportation",04/24/2018 12:00:00 AM,05/01/2018 12:00:00 AM,Corrected
"20 SIDNEY ST
Cambridge, MA
(42.362277, -71.100337)",Sidneys,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",09/24/2015 12:00:00 AM,10/14/2015 12:00:00 AM,Corrected
"1945 Massachusetts Ave
Cambridge, MA
(42.389635, -71.120174)",Newtowne Grill,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",05/31/2017 12:00:00 AM,08/09/2017 12:00:00 AM,Corrected
"1238 Massachusetts Ave
Cambridge, MA
(42.372464, -71.115924)",Hong Kong,Cooling,07/29/2014 12:00:00 AM,08/05/2014 12:00:00 AM,Corrected
"1001 Massachusetts Ave
Cambridge, MA
(42.369398, -71.11138)",Flame Szechuan Hot Pot,"Water Safe, Hot And Cold Under Pressure",01/11/2017 12:00:00 AM,01/18/2017 12:00:00 AM,Corrected
"831 Massachusetts Ave
Cambridge, MA
(42.367142, -71.106571)",dfdfd,"Outside Storage Area Clean, Properly Constructed",02/13/2018 12:00:00 AM,05/07/2019 06:00:33 AM,Cited
"1380 Massachusetts Ave
Cambridge, MA
(42.373464, -71.11936)",Pinkberry,"Food Protection, Storage, Display, Transportation",11/17/2016 12:00:00 AM,12/01/2016 12:00:00 AM,Corrected
"2382 Massachusetts Ave
Cambridge, MA
(42.396897, -71.12974)",Qingdao Garden,"Wiping Cloths, Clean, Sanitized, Use Restricted",12/05/2013 12:00:00 AM,12/12/2013 12:00:00 AM,Corrected
"100 Cambridgeside Pl
Cambridge, MA
(42.367005, -71.076013)",Sarku Japan Sushi Bar,PHF's Properly Thawed,12/29/2015 12:00:00 AM,05/07/2019 06:00:30 AM,Corrected
"0 Divinity Ave
Cambridge, MA",Velozo Food Truck,Installed And Maintained,04/27/2015 12:00:00 AM,05/05/2015 12:00:00 AM,Corrected
"1248 Cambridge St
Cambridge, MA
(42.373419, -71.098418)",Hops N Scotch,Rooms And Equipment Vented,04/25/2017 12:00:00 AM,05/02/2017 12:00:00 AM,Corrected
"25 Central Sq
Cambridge, MA
(42.365296, -71.104633)",Moody’s Falafel Palace,"Insects, Rodents, Animals, Outer Openings",03/11/2019 12:00:00 AM,03/18/2019 12:00:00 AM,Corrected
"70 Pacific St
Cambridge, MA
(42.360234, -71.102273)",Pacific Cafe,"Walls,Celing,Attached Equip.,Constructed,Clean,",08/13/2014 12:00:00 AM,08/20/2014 12:00:00 AM,Corrected
"732 CAMBRIDGE ST
Cambridge, MA
(42.372188, -71.089025)","Central Bakery, Inc.",Food Contact Surfaces Cleaned And Sanitized,04/04/2013 12:00:00 AM,04/11/2013 12:00:00 AM,Cited
"1670 MASSACHUSETTS AVE
Cambridge, MA
(42.382053, -71.119758)",Wrappro,"Non-Food Contact Surfaces Desgned, Maint., Inst.",03/13/2013 12:00:00 AM,05/07/2019 06:00:32 AM,Cited
"1245 CAMBRIDGE ST
Cambridge, MA
(42.373424, -71.098458)",All Star Sandwich Bar,"Food Protection, Storage, Display, Transportation",09/09/2014 12:00:00 AM,09/16/2014 12:00:00 AM,Corrected
"245 Massachusetts Ave
Cambridge, MA
(42.36159, -71.097291)",Beantowne Taqueira,"Wiping Cloths, Clean, Sanitized, Use Restricted",10/22/2014 12:00:00 AM,10/29/2014 12:00:00 AM,Corrected
"928 Massachusetts Ave
Cambridge, MA
(42.368526, -71.109098)",India Castle,"Non-Food Contact Surfaces Desgned, Maint., Inst.",09/14/2015 12:00:00 AM,05/07/2019 06:00:34 AM,Corrected
"1900 Massachusetts Ave
Cambridge, MA
(42.388835, -71.119721)",Passage to India,"Food Protection, Storage, Display, Transportation",01/02/2018 12:00:00 AM,01/16/2018 12:00:00 AM,Corrected
"2382 Massachusetts Ave
Cambridge, MA
(42.396897, -71.12974)",Qingdao Garden,"Non-Food Contact Surfaces Desgned, Maint., Inst.",07/26/2016 12:00:00 AM,08/02/2016 12:00:00 AM,Corrected
"650 CONCORD AVE
Cambridge, MA
(42.389768, -71.148792)",Neville Place Assisted Living,Food Contact Surfaces Cleaned And Sanitized,05/09/2018 12:00:00 AM,05/17/2018 12:00:00 AM,Corrected
"2046 Massachusetts Ave
Cambridge, MA
(42.390949, -71.12246)",McCabe's,Non-Food Contact Surfaces Clean,06/27/2018 12:00:00 AM,07/09/2018 12:00:00 AM,Corrected
"840 Memorial Dr
Cambridge, MA
(42.362498, -71.116048)",Corporate Chefs at Rivertech,"Separation, Segregation, No Cross Contamination",07/10/2017 12:00:00 AM,07/17/2017 12:00:00 AM,Corrected
"1030 CAMBRIDGE ST
Cambridge, MA
(42.372865, -71.094224)",Dollar Express,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",06/23/2016 12:00:00 AM,07/08/2016 12:00:00 AM,Corrected
"225 Binney St
Cambridge, MA
(42.366099, -71.085233)",Aramark @ Biogen idec,"Water Safe, Hot And Cold Under Pressure",12/09/2013 12:00:00 AM,12/16/2013 12:00:00 AM,Corrected
"1093 Cambridge St
Cambridge, MA
(42.373029, -71.095477)",Bon Cafe,PHF's Properly Thawed,11/25/2015 12:00:00 AM,12/03/2015 12:00:00 AM,Corrected
"24 PEARL ST
Cambridge, MA
(42.364201, -71.10312)",Rangzen Tibetan Place,"Food Protection, Storage, Display, Transportation",09/22/2017 12:00:00 AM,09/29/2017 12:00:00 AM,Corrected
"84 Massachusetts Ave
Cambridge, MA
(42.359495, -71.094)",Shawarma Shack,"Non-Food Contact Surfaces Desgned, Maint., Inst.",10/18/2016 12:00:00 AM,11/02/2016 12:00:00 AM,Corrected
"1 Bennett St
Cambridge, MA
(42.372618, -71.122767)",Henrietta's Table,Installed And Maintained,01/25/2016 12:00:00 AM,05/07/2019 06:00:32 AM,Cited
"459 Broadway
Cambridge, MA
(42.373804, -71.112375)",Cambridge Rindge & Latin Cafeteria,PHF's Properly Thawed,05/24/2013 12:00:00 AM,05/07/2019 06:00:32 AM,Corrected
"10 ELIOT SQ
Cambridge, MA
(42.372481, -71.121702)",Charlie's Kitchen,Test Kit Provided,01/22/2018 12:00:00 AM,02/05/2018 12:00:00 AM,Corrected
"10 ELIOT SQ
Cambridge, MA
(42.372481, -71.121702)",Charlie's Kitchen,"Food Protection, Storage, Display, Transportation",04/12/2017 12:00:00 AM,04/27/2017 12:00:00 AM,Corrected
"795 Massachusetts Ave
Cambridge, MA
(42.366785, -71.106012)",James Bennett (jimmys catering mobile),Permit to Operate,03/21/2016 12:00:00 AM,03/30/2016 12:00:00 AM,Corrected
"2234 Massachusetts Ave
Cambridge, MA
(42.39383, -71.126297)",Foodland,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",08/05/2014 12:00:00 AM,08/07/2014 12:00:00 AM,Corrected
"20 SIDNEY ST
Cambridge, MA
(42.362277, -71.100337)",Star Market,"Food Protection, Storage, Display, Transportation",03/27/2013 12:00:00 AM,04/16/2013 12:00:00 AM,Cited
"1245 CAMBRIDGE ST
Cambridge, MA
(42.373424, -71.098458)",All Star Sandwich Bar,"Insects, Rodents, Animals, Outer Openings",10/04/2016 12:00:00 AM,10/18/2016 12:00:00 AM,Corrected
"83 Mt Auburn St
Cambridge, MA
(42.372403, -71.119729)",The Taco Truck,Cooking Temperatures,06/20/2014 12:00:00 AM,06/27/2014 12:00:00 AM,Corrected
"1400 MASSACHUSETTS AVE
Cambridge, MA
(42.37344, -71.119439)",Dunkin Donuts,"Non-Food Contact Surfaces Desgned, Maint., Inst.",09/18/2018 12:00:00 AM,09/25/2018 12:00:00 AM,Corrected
"2072 MASSACHUSETTS AVE
Cambridge, MA
(42.391237, -71.123085)",Darul Kabab,Food Contact Surfaces Cleaned And Sanitized,02/27/2019 12:00:00 AM,05/07/2019 06:00:39 AM,Cited
"1815 MASSACHUSETTS AVE
Cambridge, MA
(42.387126, -71.119111)",Sapporo Ramen,"Walls,Celing,Attached Equip.,Constructed,Clean,",04/07/2015 12:00:00 AM,05/07/2019 06:00:31 AM,Cited
"23 WHITE ST
Cambridge, MA
(42.389111, -71.117987)",Emack & Bolio's,"Location, Restricted Use, Accessible",04/14/2014 12:00:00 AM,04/28/2014 12:00:00 AM,Corrected
"581 Massachusetts Ave
Cambridge, MA
(42.364865, -71.102824)",H Mart,Clean Equipment And Utensils Properly Stored,12/03/2018 12:00:00 AM,12/10/2018 12:00:00 AM,Corrected
"21 Brattle St
Cambridge, MA
(42.373283, -71.120378)",Felipes,Installed And Maintained,12/01/2014 12:00:00 AM,12/04/2014 12:00:00 AM,Corrected
"45 5 Mt Auburn St
Cambridge, MA
(42.371218, -71.116523)",Deadalus,Food Utensils Properly Stored,06/22/2017 12:00:00 AM,06/29/2017 12:00:00 AM,Corrected
"5 Third St
Cambridge, MA
(42.372206, -71.079584)",Courtyard  Donuts/Dunkin Donuts,PIC Knowledgeable,06/24/2013 12:00:00 AM,06/28/2013 12:00:00 AM,Corrected
"1790 Massachusetts Ave
Cambridge, MA
(42.385954, -71.11934)",Pho House,Food Utensils Properly Stored,09/18/2018 12:00:00 AM,09/26/2018 12:00:00 AM,Corrected
"567 Massachusetts Ave
Cambridge, MA
(42.364718, -71.102579)",Central Kitchen,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",04/23/2015 12:00:00 AM,05/08/2015 12:00:00 AM,Corrected
"1255 Cambridge St
Cambridge, MA
(42.37342, -71.098428)",Christina's Homemade Ice Cream,"Insects, Rodents, Animals, Outer Openings",09/09/2014 12:00:00 AM,09/16/2014 12:00:00 AM,Corrected
"27 Church St
Cambridge, MA
(42.374373, -71.120003)",Cambridge 1,"Walls,Celing,Attached Equip.,Constructed,Clean,",01/23/2014 12:00:00 AM,01/30/2014 12:00:00 AM,Corrected
"1380 Massachusetts Ave
Cambridge, MA
(42.373464, -71.11936)",Starbucks,"Wiping Cloths, Clean, Sanitized, Use Restricted",02/28/2018 12:00:00 AM,03/15/2018 12:00:00 AM,Corrected
"6 Concord Ln
Cambridge, MA
(42.388147, -71.142231)",Mamagoos,Installed And Maintained,06/07/2017 12:00:00 AM,06/21/2017 12:00:00 AM,Corrected
"2382 Massachusetts Ave
Cambridge, MA
(42.396897, -71.12974)",Qingdao Garden,PIC Knowledgeable,04/05/2017 12:00:00 AM,05/04/2017 12:00:00 AM,Corrected
"704 Massachusetts Ave
Cambridge, MA
(42.36607, -71.104842)",Mainely Burgers,Food Utensils Properly Stored,01/03/2017 12:00:00 AM,01/10/2017 12:00:00 AM,Corrected
"52 Oxford St
Cambridge, MA
(42.377068, -71.115995)",Northwest,Food Contact Surfaces Cleaned And Sanitized,02/28/2013 12:00:00 AM,05/07/2019 06:00:38 AM,Cited
"2234 Massachusetts Ave
Cambridge, MA
(42.39383, -71.126297)",Foodland,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",06/09/2014 12:00:00 AM,06/23/2014 12:00:00 AM,Corrected
"1815 Massachusetts Ave
Cambridge, MA
(42.387126, -71.119111)",Bourbon Coffee,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",06/05/2018 12:00:00 AM,06/12/2018 12:00:00 AM,Corrected
"24 HOLYOKE ST
Cambridge, MA
(42.37212, -71.118487)",Spice Thai Cuisine,"Food Contact Surfaces Designed, Maint. ,Installed",02/27/2019 12:00:00 AM,03/06/2019 12:00:00 AM,Corrected
"225 HAMPSHIRE ST
Cambridge, MA
(42.373807, -71.100931)",Punjabi Dhaba Restaurant,"Non-Food Contact Surfaces Desgned, Maint., Inst.",11/29/2018 12:00:00 AM,12/06/2018 12:00:00 AM,Corrected
"1920 MASSACHUSETTS AVE
Cambridge, MA
(42.389135, -71.119872)",Christopher's,"Food Protection, Storage, Display, Transportation",06/22/2015 12:00:00 AM,06/22/2015 12:00:00 AM,Corrected
"1300 Massachusetts Ave
Cambridge, MA
(42.372978, -71.117401)",Cabot's Candy,"Labeling Of Ingredients, Accuracy, Allergens",04/04/2016 12:00:00 AM,04/11/2016 12:00:00 AM,Corrected
"425 Cambridge St
Cambridge, MA
(42.371462, -71.083321)",Le’s Restaurant,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",10/01/2018 12:00:00 AM,10/09/2018 12:00:00 AM,Corrected
"10 ELIOT SQ
Cambridge, MA
(42.372481, -71.121702)",Charlie's Kitchen,"Food Protection, Storage, Display, Transportation",04/12/2017 12:00:00 AM,04/27/2017 12:00:00 AM,Corrected
"1220 Cambridge St
Cambridge, MA
(42.373338, -71.097807)",Guangzhou restaurant,Food Thermometers Provided,06/02/2016 12:00:00 AM,05/07/2019 06:00:30 AM,Corrected
"459 Broadway
Cambridge, MA
(42.373804, -71.112375)",CRLS,"Wash, rinse Water Clean, Proper Temperature",11/01/2016 12:00:00 AM,11/18/2016 12:00:00 AM,Corrected
"1900 Massachusetts Ave
Cambridge, MA
(42.388835, -71.119721)",Passage to India,Non-Food Contact Surfaces Clean,03/25/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Corrected
"460 Massachusetts Ave
Cambridge, MA
(42.363826, -71.101072)",Nancy Chung Restaurant,"Insects, Rodents, Animals, Outer Openings",08/27/2018 12:00:00 AM,09/19/2018 12:00:00 AM,Corrected
"1 Bennett St
Cambridge, MA
(42.372618, -71.122767)",Henrietta's Table,"Time As A Public Health Control, Variance",03/22/2017 12:00:00 AM,03/29/2017 12:00:00 AM,Corrected
"2372 Massachusetts Ave
Cambridge, MA
(42.396777, -71.129607)",Hana Sushi,"Medicines, First Aid Storage Restricted",03/20/2015 12:00:00 AM,04/02/2015 12:00:00 AM,Corrected
"1 Eliot St
Cambridge, MA
(42.372766, -71.121495)",b.good,"Location, Restricted Use, Accessible",10/17/2017 12:00:00 AM,10/25/2017 12:00:00 AM,Corrected
"84 Massachusetts Ave
Cambridge, MA
(42.359495, -71.094)",Shinkensan,Hot And Cold Holding,04/17/2014 12:00:00 AM,04/24/2014 12:00:00 AM,Corrected
"575 Memorial Dr
Cambridge, MA
(42.353488, -71.105459)",Hyatt Regency Main Kitchen,"Walls,Celing,Attached Equip.,Constructed,Clean,",04/14/2014 12:00:00 AM,06/30/2014 12:00:00 AM,Corrected
"1674 Massachusetts Ave
Cambridge, MA
(42.382285, -71.119732)",Evergood Market,Facilities To Maintain Product Temperature,10/28/2014 12:00:00 AM,11/07/2014 12:00:00 AM,Corrected
"178 Elm St
Cambridge, MA
(42.371086, -71.096509)",Casa Benfica,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",01/22/2014 12:00:00 AM,01/23/2014 12:00:00 AM,Corrected
"699 Mt Auburn St
Cambridge, MA
(42.374842, -71.148778)",Star Market #7565,"Insects, Rodents, Animals, Outer Openings",04/10/2019 12:00:00 AM,04/17/2019 12:00:00 AM,Corrected
"93 WINDSOR ST
Cambridge, MA
(42.363696, -71.096625)",Newtowne Variety,Clean Equipment And Utensils Properly Stored,01/09/2015 12:00:00 AM,01/13/2015 12:00:00 AM,Corrected
"245 Massachusetts Ave
Cambridge, MA
(42.36159, -71.097291)",Beantown Taqueria,Hot And Cold Holding,07/31/2017 12:00:00 AM,08/08/2017 12:00:00 AM,Corrected
"36 Jfk St
Cambridge, MA
(42.372861, -71.11992)",Starbucks,"Labeling Of Ingredients, Accuracy, Allergens",01/29/2014 12:00:00 AM,02/05/2014 12:00:00 AM,Corrected
"202 THIRD ST
Cambridge, MA
(42.367787, -71.080986)",Desfina,Prevention Of Contamination From Hands,03/31/2014 12:00:00 AM,04/07/2014 12:00:00 AM,Corrected
"750 Memorial Dr
Cambridge, MA
(42.358085, -71.115417)",Starbucks,"Labeling Of Ingredients, Accuracy, Allergens",12/09/2014 12:00:00 AM,12/16/2014 12:00:00 AM,Corrected
"89 Winthrop St
Cambridge, MA
(42.372446, -71.121146)",Grendel's Den Restaurant & Bar,"Food Protection, Storage, Display, Transportation",05/02/2017 12:00:00 AM,05/22/2017 12:00:00 AM,Corrected
"2372 Massachusetts Ave
Cambridge, MA
(42.396777, -71.129607)",Hana Sushi,Non-Food Contact Surfaces Clean,03/20/2015 12:00:00 AM,04/02/2015 12:00:00 AM,Corrected
"1629 Cambridge St
Cambridge, MA
(42.374805, -71.109201)",Darwin's,Clean Equipment And Utensils Properly Stored,04/18/2017 12:00:00 AM,04/25/2017 12:00:00 AM,Corrected
"853 Main St
Cambridge, MA
(42.363358, -71.098651)",Craigie on Main,Non-Food Contact Surfaces Clean,06/25/2013 12:00:00 AM,07/03/2013 12:00:00 AM,Corrected
"2310 Massachusetts Ave
Cambridge, MA
(42.395485, -71.128161)",Frank's Steak House,Non-Food Contact Surfaces Clean,05/01/2017 12:00:00 AM,05/08/2017 12:00:00 AM,Corrected
"44 Linnaean St
Cambridge, MA
(42.38323, -71.12414)",Graham & Parks,"Adequate Lighting, Fixtures Shielded",05/03/2016 12:00:00 AM,06/01/2016 12:00:00 AM,Corrected
"1815 Massachusetts Ave
Cambridge, MA
(42.387126, -71.119111)",Tampopo,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",02/03/2014 12:00:00 AM,02/10/2014 12:00:00 AM,Corrected
"45 Quincy St
Cambridge, MA
(42.375907, -71.114262)",Annenberg Dining Hall,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",02/04/2014 12:00:00 AM,02/11/2014 12:00:00 AM,Corrected
"1075 Cambridge St
Cambridge, MA
(42.372979, -71.095098)","Grillo's Pickles, LLC","Walls,Celing,Attached Equip.,Constructed,Clean,",03/21/2013 12:00:00 AM,05/07/2019 06:00:30 AM,Cited
"1105 Massachusetts Ave
Cambridge, MA
(42.370602, -71.113602)",Cafe Sushi,Conformance W/ Approved Procedures/HACCP Plans,01/17/2019 12:00:00 AM,01/24/2019 12:00:00 AM,Corrected
"16 Eliot St
Cambridge, MA
(42.371998, -71.121652)",I Hop,Food Thermometers Provided,12/11/2014 12:00:00 AM,12/11/2014 12:00:00 AM,Corrected
"1 HAMPSHIRE ST
Cambridge, MA
(42.365628, -71.09103)",Schlumberger Technology Corp,Clean Equipment And Utensils Properly Stored,04/24/2017 12:00:00 AM,05/02/2017 12:00:00 AM,Corrected
"569 CAMBRIDGE ST
Cambridge, MA
(42.371763, -71.085684)",Pandanleaf,"Location, Restricted Use, Accessible",06/21/2016 12:00:00 AM,06/28/2016 12:00:00 AM,Corrected
"57 Jfk St
Cambridge, MA
(42.37201, -71.120651)",Kaju Tofu & Shabu Shabu,Food Utensils Properly Stored,09/11/2017 12:00:00 AM,09/18/2017 12:00:00 AM,Corrected
"1105 MASSACHUSETTS AVE
Cambridge, MA
(42.370602, -71.113602)",Cafe Sushi,"Proper, Adequate, Handwashing",02/23/2015 12:00:00 AM,03/04/2015 12:00:00 AM,Corrected
"245 Massachusetts Ave
Cambridge, MA
(42.36159, -71.097291)",Beantown Taqueria,Cooling,07/31/2017 12:00:00 AM,08/08/2017 12:00:00 AM,Corrected
"991 MASSACHUSETTS AVE
Cambridge, MA
(42.369282, -71.11105)",The Cellar,"Hand Cleanser, Hand Drying, Toilet Tissue, Signage",01/30/2017 12:00:00 AM,02/13/2017 12:00:00 AM,Corrected
"31 Everett St
Cambridge, MA
(42.37988, -71.117338)",Bon Appetit @ Lesley University,Food Utensils Properly Stored,05/04/2017 12:00:00 AM,05/11/2017 12:00:00 AM,Corrected
"622 CAMBRIDGE ST
Cambridge, MA
(42.371899, -71.08676)",New Deal Fish,Clean Equipment And Utensils Properly Stored,04/24/2013 12:00:00 AM,05/08/2013 12:00:00 AM,Cited
"330 Mt Auburn St
Cambridge, MA
(42.374917, -71.134107)",Mount Auburn Hospital - Cafeteria,"Dressing Rooms Clean, Lockers Provided",04/27/2017 12:00:00 AM,05/07/2019 06:00:34 AM,Cited
"1030 Massachusetts Ave
Cambridge, MA
(42.369681, -71.112186)",Waypoint,"Food Protection, Storage, Display, Transportation",10/31/2016 12:00:00 AM,05/07/2019 06:00:34 AM,Cited
"1093 Cambridge St
Cambridge, MA
(42.373029, -71.095477)",Bon Cafe,"Insects, Rodents, Animals, Outer Openings",05/14/2014 12:00:00 AM,05/21/2014 12:00:00 AM,Corrected
"2366 MASSACHUSETTS AVE
Cambridge, MA
(42.396515, -71.129317)",Greek Corner Restaurant,Food Contact Surfaces Cleaned And Sanitized,12/15/2014 12:00:00 AM,12/29/2014 12:00:00 AM,Corrected
"12 Springfield St
Cambridge, MA
(42.374106, -71.100416)",Pita Cambridge,Test Kit Provided,06/05/2018 12:00:00 AM,06/12/2018 12:00:00 AM,Corrected
"901 Main St
Cambridge, MA
(42.363417, -71.099519)",Cinderella's,Prevention Of Contamination From Hands,10/08/2014 12:00:00 AM,10/08/2014 12:00:00 AM,Corrected
"1815 Massachusetts Ave
Cambridge, MA
(42.387126, -71.119111)",Sapporo Ramen,Hot And Cold Holding,08/26/2013 12:00:00 AM,09/03/2013 12:00:00 AM,Corrected
"84 Massachusetts Ave
Cambridge, MA
(42.359495, -71.094)",Shinkensan,Food Thermometers Provided,04/17/2014 12:00:00 AM,04/24/2014 12:00:00 AM,Corrected
"20 Sidney St
Cambridge, MA
(42.362277, -71.100337)",Le Meridien,"Insects, Rodents, Animals, Outer Openings",03/16/2015 12:00:00 AM,03/23/2015 12:00:00 AM,Corrected
